model,uuid,thinking_budget,prompt_tokens,reasoning_trace,reasoning_tokens,raw_model_answer,total_tokens
gpt-4o-2024-11-20,e7e5c912-c780-4579-a162-76fde928b97e,0,41,,0,1-Bromo-4-iodobenzene,52
gpt-4o-2024-11-20,7fc84d9e-f0bd-4c2d-a2ee-106190178b6a,0,42,,0,1-Bromo-4-iodobenzene,53
gpt-4o-2024-11-20,616680f0-2a7a-4ea7-965b-8543a5f02845,0,39,,0,1-bromo-2-iodobenzene,50
gpt-4o-2024-11-20,5ce5240d-3126-4a98-837c-ad86a801f09a,0,41,,0,1-bromo-2-chloro-4-iodobenzene,57
gpt-4o-2024-11-20,c9c16996-e591-41e0-8e65-e81ee1a80772,0,40,,0,1-bromo-2-chlorobenzene,51
gpt-4o-2024-11-20,8a6fbfa8-f771-4b7a-87a2-7116e119c182,0,41,,0,1-chloro-2-iodobenzene,53
gpt-4o-2024-11-20,c4f72987-4f87-4178-a536-f62efc02a8c2,0,40,,0,1-bromo-2-chlorobenzene,51
gpt-4o-2024-11-20,c56b57a2-e521-442e-a4b2-bd20eccff293,0,41,,0,1-bromo-4-iodobenzene,52
gpt-4o-2024-11-20,ebec938d-a30a-4a25-8bda-1e4e35a589c5,0,42,,0,1-bromo-3-iodobenzene,53
gpt-4o-2024-11-20,da6d0c61-0279-43dc-8950-f9d8e49fcbcc,0,43,,0,1-bromo-2-chloro-4-fluorobenzene,60
gpt-4o-2024-11-20,76ce46ac-b25f-4452-b9dc-0e1248dbf79e,0,41,,0,1-chloro-2-iodobenzene,53
gpt-4o-2024-11-20,055f402b-06bf-4b55-96d4-677fd6a4d3c3,0,41,,0,1-bromo-2-chlorobenzene,52
gpt-4o-2024-11-20,5199b4d9-5e39-4816-ab50-f4ccf8099ad7,0,42,,0,1-bromo-2-chloro-4-iodobenzene,58
gpt-4o-2024-11-20,04f61dcf-ca6f-4e1c-8a7e-4fef6bb5fd33,0,41,,0,1-chloro-4-iodobenzene,53
gpt-4o-2024-11-20,9d822926-e5c6-4711-9a27-328931af0fff,0,41,,0,1-bromo-3-chloro-5-iodobenzene,57
gpt-4o-2024-11-20,d087f0ea-4477-4c04-bce5-9c67f3bb2546,0,41,,0,1-bromo-2-iodobenzene,52
gpt-4o-2024-11-20,a9308fa3-0723-4815-84fd-0ae23d15e347,0,41,,0,1-bromo-2-iodobenzene,52
gpt-4o-2024-11-20,19a028b6-06a5-4c99-9953-c48c311b4a46,0,41,,0,1-chloro-4-iodobenzene,53
gpt-4o-2024-11-20,2457ba10-6f02-406b-bbc8-60a6d86bbe11,0,41,,0,1-bromo-2-iodobenzene,52
gpt-4o-2024-11-20,d17ddaa9-d741-4693-85ba-a7ac279c087a,0,41,,0,5-bromo-2-chloropyridine,52
gpt-4o-2024-11-20,80898c20-12a9-41f2-a9ae-de1574fae94a,0,42,,0,2-Bromo-5-chloropyridine,53
gpt-4o-2024-11-20,afbecac9-f3c9-440f-b705-045b7648d8e7,0,42,,0,2-Bromo-5-chloropyridine,53
gpt-4o-2024-11-20,91705807-5079-4daf-8bb0-f6f8b024568b,0,40,,0,3-bromo-5-iodopyridine,51
gpt-4o-2024-11-20,f185a5aa-1f59-4d50-8ecb-d1a293028a70,0,42,,0,3-bromo-5-iodopyridine,53
gpt-4o-2024-11-20,382c6565-3bf8-4c8c-8127-10adf37fa40c,0,41,,0,2-bromo-5-iodopyridine,52
gpt-4o-2024-11-20,79c86cc5-6b3a-45bb-9c0e-82cd443bc730,0,42,,0,3-bromo-5-iodopyridine,53
gpt-4o-2024-11-20,bc3c5a5a-caa1-4e31-9f6a-3f065de78b7b,0,41,,0,2-Bromo-5-iodopyridine,52
gpt-4o-2024-11-20,97892de8-a10d-4873-9970-4f0b4c50a229,0,40,,0,3-chloro-5-iodopyridine,52
gpt-4o-2024-11-20,15408f46-f79d-44f2-bc2b-1a48ffc753dc,0,42,,0,3-bromo-5-chloro-2-iodopyridine,58
gpt-4o-2024-11-20,6ee35d45-8cc8-4f7b-a057-d4c031f8c51c,0,41,,0,3-Bromo-5-iodopyridine,52
gpt-4o-2024-11-20,49c892e5-7e82-479d-a114-c0f5b11ebe91,0,42,,0,2-bromo-5-iodopyridine,53
gpt-4o-2024-11-20,46191137-92ab-4117-a4a2-9155e89dcbdb,0,42,,0,2-bromo-5-chloro-3-iodopyridine,58
gpt-4o-2024-11-20,e9144e4c-72f4-4f8b-8b5d-75b2c3903014,0,42,,0,1-bromo-3-iodoferrocene,54
gpt-4o-2024-11-20,eb0c454f-8510-47af-979c-de10d59982e1,0,41,,0,3-chloro-5-iodopyridine,53
gpt-4o-2024-11-20,d8ebc40f-aa80-406c-bb86-59dc962a12ef,0,41,,0,2-chloro-5-iodopyridine,53
gpt-4o-2024-11-20,a273ae19-1761-4948-90b5-72547048b99e,0,43,,0,5-bromo-2-chloropyridine,54
gpt-4o-2024-11-20,65725327-0693-49d2-8516-6efe62bf10df,0,42,,0,2-chloro-5-iodopyridine,54
gpt-4o-2024-11-20,806b5057-d0ac-456a-88c0-3b0b76a81cd6,0,41,,0,5-Bromo-2-chloropyridine,52
gpt-4o-2024-11-20,f1453fd9-7e16-4346-99c7-a3f7d6d7bf25,0,41,,0,3-Bromo-5-iodopyridine,52
gpt-4o-2024-11-20,326415c3-8f41-4d31-ab92-2d25400d2ecd,0,41,,0,2-bromo-5-iodofuran-3-carbonitrile,56
gpt-4o-2024-11-20,5c68ebca-602c-4e80-aea7-4b4c388f7495,0,40,,0,5-bromo-2-chlorofuran,50
gpt-4o-2024-11-20,ec40ca79-4805-4d4a-91be-de272d3d2fd5,0,40,,0,2-chloro-5-iodofuran,51
gpt-4o-2024-11-20,dd6b8d2d-44c5-4786-b9d1-f96746df86ff,0,41,,0,5-bromo-2-chloropyridine-3-ol,56
gpt-4o-2024-11-20,e8ae21a3-b17d-4074-b07e-8a9884998d16,0,41,,0,2-bromo-5-iodo-3-furoic acid,56
gpt-4o-2024-11-20,d978507b-0b4b-4187-9a8a-9c7039710685,0,40,,0,2-chloro-5-iodofuran,51
gpt-4o-2024-11-20,b46844b8-de38-4a45-bc7d-e38a9dd80488,0,39,,0,5-Bromo-1H-pyrrole-2-carbonitrile,54
gpt-4o-2024-11-20,f9cba3d8-1d08-42a7-ac61-169e1d04f22e,0,40,,0,"5-Bromo-4-chloro-1,2-oxazole",56
gpt-4o-2024-11-20,e639b2dd-3d55-45e0-853e-83fbbbf2828a,0,40,,0,3-chloro-5-iodo-2-furoic acid,56
gpt-4o-2024-11-20,36ddb393-a621-4c5f-bd2b-cb23f631e303,0,40,,0,"5-bromo-2-chloro-1,3-oxazole",56
gpt-4o-2024-11-20,63c13f2f-a4ae-4590-8d63-4751954bb8ec,0,39,,0,2-Bromo-1-fluoro-3-isocyanatobenzene,57
gpt-4o-2024-11-20,08cd4c8d-6f15-4eba-9400-4e4723464def,0,40,,0,2-bromo-5-iodofuran,50
gpt-4o-2024-11-20,b5cc0241-9382-4c97-bee7-f53ff30689f0,0,39,,0,"3-Chloro-4,5-dihydro-1H-pyrrole-2-carbaldehyde",63
gpt-4o-2024-11-20,08b64969-f5eb-4ad9-98d5-22975a404d91,0,41,,0,5-bromo-2-chlorofuran-3-carbonitrile,56
gpt-4o-2024-11-20,863b4a05-de6a-4d7b-a6d7-514e6f4780f3,0,40,,0,2-bromo-5-iodofuran,50
gpt-4o-2024-11-20,bff8d3eb-755b-4cf5-aaea-923b5abaa3a3,0,40,,0,2-bromo-5-iodo-1-fluoropyrrole,57
gpt-4o-2024-11-20,9ce604b9-afac-4044-a5e0-3653b81007e5,0,40,,0,5-Bromo-2-chlorofuran-3-carbonitrile,55
gpt-4o-2024-11-20,841a9c4f-0db3-4c74-bbf0-40a4f68d980c,0,41,,0,"5-bromo-2-chloro-3-iodo-1,2-oxazole",62
gpt-4o-2024-11-20,bc7b0953-edc1-4d28-9c63-997a434706bf,0,41,,0,"2-bromo-5-chloro-3-iodo-1,2-oxazole",62
gpt-4o-2024-11-20,4dc4b441-9b96-4670-aa13-1118e23b2fba,0,41,,0,2-Bromo-6-iodo-3-fluoropyridine,58
gpt-4o-2024-11-20,ef6639f9-7376-49c4-b17e-27e2be2577e0,0,45,,0,1-bromo-2-iodoferrocene,57
gpt-4o-2024-11-20,6ff1ce2b-cb60-4c81-9c22-c5cb8c469777,0,45,,0,1-chloro-2-iodoferrocene,58
gpt-4o-2024-11-20,b40b11a9-5455-4021-be97-958dca8fabbf,0,44,,0,1-chloro-2-iodoferrocene,57
gpt-4o-2024-11-20,6fcb7ba3-cf2a-4e6e-afa3-61c9d0c5e3b7,0,45,,0,1-bromo-2-chloroferrocene,57
gpt-4o-2024-11-20,18e424dc-2c2a-4cfa-a861-268a774c5c93,0,46,,0,2-bromo-4-chloro-1-iodonaphthalene,63
gpt-4o-2024-11-20,6b79f82c-2bf6-4052-bb11-67c3a2ff50ba,0,46,,0,2-bromo-6-chloro-1-iodonaphthalene,63
gpt-4o-2024-11-20,f6b5fc37-6bed-4b3a-9b94-93040895e580,0,44,,0,1-bromo-2-iodoferrocene,56
gpt-4o-2024-11-20,1c8c14da-9acf-4cc1-9d55-4ea5206c9743,0,46,,0,2-bromo-3-chloro-6-iodobiphenyl,63
gpt-4o-2024-11-20,6263d101-a50e-4b51-a7ef-bf05420385d1,0,47,,0,1-bromo-2-chloroferrocene,59
gpt-4o-2024-11-20,8082ed36-e001-4947-be72-dbab016033f9,0,44,,0,2-bromo-6-chloro-4-iodobiphenyl,61
gpt-4o-2024-11-20,9bf3a9c2-8496-45d1-8544-ea34b62ee62b,0,46,,0,1-(2-Chlorophenyl)-2-iodobenzene,61
gpt-4o-2024-11-20,68a4b1f3-cfe9-4ac7-8cea-5a9414b19a52,0,46,,0,1-bromo-2-iodoferrocene,58
gpt-4o-2024-11-20,f5c7db09-6524-4896-bf7f-3a2b64c98b6f,0,45,,0,1-chloro-3-iodoferrocene,58
gpt-4o-2024-11-20,fb972162-3757-44c7-8a99-ec8be2d554f8,0,44,,0,1-chloro-2-iodobiphenyl,57
gpt-4o-2024-11-20,06d4a0df-7c8a-42d3-ac51-1930cf07c9ed,0,43,,0,1-chloro-2-iodoferrocene,56
gpt-4o-2024-11-20,a19522d7-f8c4-4328-83ea-c888a8899460,0,43,,0,1-bromo-2-iodobenzene,54
gpt-4o-2024-11-20,6f02f661-9fdc-4e04-b164-91104366ccda,0,46,,0,1-bromo-2-iodoferrocene,58
gpt-4o-2024-11-20,179c72a0-b1a4-406e-85f4-9339e21b063d,0,47,,0,3-bromo-4-chloro-1-iodobenzene,63
gpt-4o-2024-11-20,8ca5db5a-ef0a-475c-a578-c7b3b96a347a,0,47,,0,2-bromo-4-chloro-1-iodonaphthalene,64
gpt-4o-2024-11-20,4b77a0e9-adbf-4df4-82bf-6980c9800edb,0,44,,0,2-bromo-6-chloroiodophenyl,56
gpt-4o-2024-11-20,827e2317-78f2-46c6-8e15-88a1fc2571f5,0,45,,0,4-bromo-2-iodo-5-chlorobenzonitrile,63
gpt-4o-2024-11-20,41dd4f30-29c8-43e2-8ac9-912c15c7c6c0,0,45,,0,2-iodo-6-chloroquinoline,57
gpt-4o-2024-11-20,98fb8594-a7d4-4071-a41a-b0651d077429,0,47,,0,5-bromo-2-chloro-3-iodoquinoline,63
gpt-4o-2024-11-20,d9e01abf-ae43-4c1f-a94e-aa72d7695a66,0,46,,0,2-chloro-6-iodoquinoline,58
gpt-4o-2024-11-20,fa4eebab-81d3-4e1e-816c-70fa741fa7f8,0,46,,0,2-bromo-6-iodo-9H-fluorene,62
gpt-4o-2024-11-20,871afbca-d49e-4c49-9e05-7d3cad35e470,0,44,,0,2-iodo-6-chlorobenzofuran,57
gpt-4o-2024-11-20,2cd5d810-cc62-445a-bde7-bc6dca570f3c,0,45,,0,2-iodo-6-chloropyridine,57
gpt-4o-2024-11-20,edd2a4f7-c421-421c-b39c-ed28cd0f77ec,0,45,,0,2-bromo-6-chlorobenzothiazole,58
gpt-4o-2024-11-20,f896ea60-f9f1-42cb-8a8a-b0cd69640ea3,0,47,,0,2-Bromo-6-chlorobiphenyl,59
gpt-4o-2024-11-20,63da53ee-da24-4fa6-821d-43ad843bc349,0,46,,0,2-bromo-6-iodopyridine,57
gpt-4o-2024-11-20,4932bf4b-d799-4464-a332-2a2479d3668c,0,45,,0,5-bromo-2-iodoquinoline,56
gpt-4o-2024-11-20,f940e9d5-8387-4a09-aaef-7c8c61f8bc5c,0,47,,0,3-bromo-5-chloro-7-iodoquinoline,63
gpt-4o-2024-11-20,aca0d4ec-ade1-4ea5-87f1-98d28948f1f2,0,46,,0,4-bromo-6-chloro-2-iodoquinoline,62
gpt-4o-2024-11-20,a2fb4355-532e-4fac-a5b7-a1992d819463,0,46,,0,2-Bromo-6-iodoquinoline,57
gpt-4o-2024-11-20,f02635a0-42b1-47f3-95da-71ba0f2509cd,0,46,,0,2-bromo-6-chloro-3-iodopyridine,62
gpt-4o-2024-11-20,4142878d-5f85-4773-9e7d-c5ba6a464f27,0,46,,0,2-chloro-6-iodopyridine,58
gpt-4o-2024-11-20,1736594e-0ed1-45de-8166-0206eda00c37,0,45,,0,2-Bromo-6-chlorobiphenyl,57
gpt-4o-2024-11-20,7143979a-1cc1-4acd-ba1e-3a172af0ad67,0,46,,0,6-bromo-4-chloro-2-iodoquinoline,62
gpt-4o-2024-11-20,744c2b97-71b6-4c57-a18c-6c7ba87ea0a0,0,45,,0,"2-bromo-6-iodofuro[2,3-b]pyridine",64
gpt-4o-2024-11-20,d0a317e8-ed91-4bb7-a4e4-6819d16c80c9,0,45,,0,4-bromo-2-chlorobenzonitrile,58
o3-mini-2025-01-31,a10bfd10-bc3c-4c0d-91bb-d2fa3007bd00,low,56,,1856,1-(carbamoyloxy)-2-allyl-3-formyl-4-(sec-butyl)-5-amino-5-fluorobenzene,1957
o3-mini-2025-01-31,c8a1a8c8-565d-49f1-86bb-31c8455f53de,low,59,,1600,1‐(prop­-1‑en‑1‑yl)-2-methoxy-3‑iodo-4-cyano-5‑(propan-2‑yl)-6‑cyclohexylbenzene,1717
o3-mini-2025-01-31,b618c527-5baf-4860-b1b2-e437fac71b0d,low,66,,1600,1-[4-Bromo-2-(prop-2-yn-1-yl)-3-(3-methylbut-2-en-1-yl)-6-(sulfonamido)phenyl]carbamoyl tert‐butyl,1728
o3-mini-2025-01-31,2241b995-168e-4180-9d5c-88b5161941b3,low,70,,1088,"N‐[(3R,5S)‐3‐(cyclohexyl)‐4‐[4‐(sulfonamidomethyl)‐2‐cyanophenyl]butyl]carbamimidoyl sulfonamide",1219
o3-mini-2025-01-31,04a96072-0927-4cb2-a565-144c4029fb06,low,68,,960,2-[(3‐Chloro‐5‐isopropyl‐2‐(phenylaminocarbonyl)phenyl)oxycarbonyl]propanoic acid,1076
o3-mini-2025-01-31,1716a9a1-112a-4b18-853b-e5676c1c51ec,low,59,,2368,2‐Cyano‐2-[1‐(methylthio)-2‐bromo‐3‐(methoxycarbonyl)-4‐(sec‐butyl)phenyl]acetic acid,2479
o3-mini-2025-01-31,65ec660d-1c02-4c89-a3b6-b4267cf0dba4,low,53,,1792,2-[(4‐butyl‐3‐(prop‐2‐yn‐1‐yl)-5‐bromo-2‐aminophenyl)carbonyl]aniline,1893
o3-mini-2025-01-31,318a58c8-0623-4a28-be87-542bd027d343,low,69,,1408,N-(2-(acetylamino)-4-chloro-5-(propan-2-yl)-6-(phenylethynyl)phenyl)sulfonamide,1525
o3-mini-2025-01-31,21e95f50-b933-40c2-afde-e65018b6cd08,low,75,,1664,"1‐[(acetylamino)(4‐{[(methoxycarbonyl)amino]methyl}-2‐[dimethylamino]‐3‐sulfonatophenyl)]‐1,1,1‐trifluoro‐ethanone",1806
o3-mini-2025-01-31,5b68d89c-7c8c-4195-b83f-fd61bdbfcf17,low,68,,1344,2-[(E)-1-[(4-bromo-3-{[(2‐oxoethyl)carbamoyl]methyl}-2-ethyl-5-(sulfonamido)phenyl]ethylidene]ethyl] acetate,1473
o3-mini-2025-01-31,05b7ab76-e45e-4723-892b-77d91b131aea,low,66,,1152,6‐(but‑2‑yn‑1‑yl)-2‑cyclohexyl-3-(methylsulfanyl)-4-[(1‑methylcarbamoyl)carbonyl]-5-(3‑methylbutyl)benzoic acid,1285
o3-mini-2025-01-31,a6905d5c-a518-4571-8425-1a6f7fac3c5d,low,53,,1280,5‐Bromo‐2‐fluoro‐3‐[(E)‐3‐cyanoprop‐1‐en‐1‐yl]‐1‐[(prop‐1‐yn‐1‐yl)phenyl]benzene,1393
o3-mini-2025-01-31,19a941df-1eaa-462e-8eaf-3c055800ede0,low,73,,640,"2-[(1R,3R)-3-{[4-(butylamino)-3-(N‑methylcarbamoylamino)-2-(prop-2‐yn‐1‐yl)benzamido]carbonyl}-1-methylbutyl]oxicarbonyl acetate",784
o3-mini-2025-01-31,15e9ac70-c714-4565-af87-5b6b66530001,low,60,,1152,N‐[4‐(cyclopropyl)‐2‐(tert‐butyl)‐5‐(n‐propyl)‐3‐(methylamino)phenyl]sulfonimidamide,1270
o3-mini-2025-01-31,8e56ca41-94f3-40bb-bbb3-41a19e824d4b,low,64,,2304,6‐Mercapto‐3‑chloro‑2‑fluoro‑5‑(carbamoylamino)benzenesulfonic acid,2411
o3-mini-2025-01-31,06827be7-28e5-4aae-aeb5-69dbf37558e6,low,63,,896,N‐(4‐butyl‐2‐[(carbamimidoyl)amino]‐3‐(propan‐2‐yl)‐5‐fluoro‐6‐nitrophenyl)guanidine,1016
o3-mini-2025-01-31,9cd93f7e-9f04-4498-adfa-229823de1b68,low,67,,832,"3′-Carboxy-4′-chloro-5′-(tert‐butyl)-2′-(trifluoromethyl)-[1,1′-biphenyl]-2-carbonitrile",956
o3-mini-2025-01-31,0a37784c-8e16-403a-9663-60545ed273ca,low,67,,896,N‐(3‐(4‐propyn‐1‐yl)‐2‐(1‐oxopropan‐2‐yl)‐5‐{[(methoxy‐oxo)carbonyl]methoxy}phenyl)carbamamide,1026
o3-mini-2025-01-31,39eafd53-e681-49d4-bf0c-9e3b8ac720e5,low,65,,1600,2-Cyclohexyl-3-bromo-6-ethynyl-4-(trifluoromethanesulfonyl)aniline,1708
o3-mini-2025-01-31,a66118d0-e85e-4332-9673-bfe8b69a8539,low,58,,1216,"(1S,2R,3R,4S,5S)-5-[(2R)-2-bromo-4-[(2S)-2-[(aminocarbonyl)formyl]-3-sulfanyl-5-carboxybenzoyl]cyclopentyl]pentanoic acid",1350
o3-mini-2025-01-31,e92c6e96-00e3-4097-b4dc-e3dfa9f9fe9b,low,64,,1856,N‐(3‐carbamoyloxypropyl)-5‑chloro-3‑iodo-2‑nitrobenzamide,1961
o3-mini-2025-01-31,5058d372-6a3d-45ab-9cf8-a315378b2fe2,low,65,,704,N‐[4‐(butyl)‐2‐(acetylamino)‐3‐(tert‐butyl)‐5‐(methylthio)‐6‐(methylamino)phenyl]carbamoylamine,833
o3-mini-2025-01-31,3942474f-81a0-4431-bd1d-b0a1464288e9,low,56,,1152,4-[(3‐Iodo‐5‐methoxy‐2‐(trifluoromethyl)phenyl)thio]-1-(prop-2‐yn‐1‐yl)butane,1262
o3-mini-2025-01-31,224973c6-f009-4099-8db7-3d647fd7050a,low,58,,2048,1‑iodo‑1‑(methylamino)-2‑propyl-3‑hydroxy-4‑nitro-5‑(N‑methylcarbamoyl)benzene,2160
o3-mini-2025-01-31,77978ca3-5bf9-4e78-8f45-061c0ff5faaf,low,65,,512,4-[(E)-3-Buten-1-yl]-3-[4-(methylnitrosoamino)phenyl]butan-2-one,623
o3-mini-2025-01-31,be0d64c0-2187-48be-845a-04608943f257,low,72,,2112,1‐cyclohexyl‐1‑(tert‐butyl)‐2‐[(sulfonamido)thio]‐3‐(trifluoromethyl)‐5‑[(carbamoylmethyl)thio]benzene,2249
o3-mini-2025-01-31,9a570083-740e-4f73-80a1-a95f8f5c9ef9,low,57,,1344,"N-[(2,3-dihydroxy-4-carbamoyl-5-methylsulfanyl-6-methoxy­carbonyl)phen­yl]carbamic acid",1452
o3-mini-2025-01-31,ddfa8d8a-91a1-48ee-824a-34da6cc058ac,low,68,,576,6-cyclopropyl-5-phenyl-4-cyano-3-ethynyl-2-(carbamoyloxy)-1-(trifluoromethyl)benzene,697
o3-mini-2025-01-31,0e3ac54a-2a9e-4afc-b077-0b7de90541ba,low,59,,2048,5‐Bromo‐4‐(acetylamino)-3-(sec‐butyl)-2‐butyl-1-(prop‑1‑en‑1‑yl)benzene,2158
o3-mini-2025-01-31,ac290adf-7d20-472c-8dcb-1934fc3c9975,low,65,,896,N-[(3E)-3-(4‑isopropyl‐2‑bromo‐5‑(acetamido)‐6‑(methylamino)phenyl)prop‐2‐enoyl]carbamamide,1022
o3-mini-2025-01-31,293d2a0f-2fc5-4bf2-baa0-d74b2a806d73,low,42,,2176,1-chloro-2-fluoro-3-iodobenzene,2248
o3-mini-2025-01-31,a4d9c395-46d7-4e9b-b179-496bc7bf9c6a,low,39,,2496,2‐Bromo‐1‐fluoro‐3‐iodobenzene,2562
o3-mini-2025-01-31,5478a78f-f807-41e0-95b7-fd5456a5ebc0,low,42,,1280,1‐Bromo‐1‐iodo‐4‐fluorobenzene,1370
o3-mini-2025-01-31,317e4ce6-62ca-487b-bbf3-247a94c58554,low,40,,1216,1-Bromo-2-fluoro-6-iodobenzene,1299
o3-mini-2025-01-31,d8482e1a-ad3b-4962-a133-545a9ab27363,low,43,,1600,1‐Chloro‐2‐bromo‐4‐iodobenzene,1671
o3-mini-2025-01-31,40d6fa01-7bf8-4772-a6d7-7f6df1ef5d7e,low,44,,2688,1‐bromo‐5‐chloro‐2‐fluorobenzene,2760
o3-mini-2025-01-31,0b9fbbc4-4bc6-4e4b-940a-d9a226151f9b,low,40,,2752,1-chloro-2-iodo-4-fluorobenzene,2820
o3-mini-2025-01-31,56f84ba7-5625-4813-8a5d-fd08e8e5d520,low,42,,3456,1-Chloro-1′-(3-bromo-1-fluorophenyl)biphenyl,3533
o3-mini-2025-01-31,a5df1f80-b9bf-4088-8af5-fb1579978f79,low,44,,1344,1-Bromo-3-fluoro-5-iodobenzene,1414
o3-mini-2025-01-31,0e2da586-7367-475e-b7ae-dbe3cabee613,low,41,,3136,3‐bromo‐1‐fluoro‐5‐iodobenzene,3204
o3-mini-2025-01-31,da25c585-501b-4ba6-8f63-bce4a084c287,low,43,,1472,1-Bromo-4-chloro-2-fluorobenzene,1542
o3-mini-2025-01-31,b44312b7-b9c4-4235-91a3-942fb4039ba5,low,41,,512,1-Chloro-2-iodo-5-fluorobenzene,581
o3-mini-2025-01-31,a812bf40-8de0-456f-bdd3-a0fe9791aaba,low,40,,1664,2-Bromo-5-chloro-1-fluorobenzene,1731
o3-mini-2025-01-31,2dc732cc-b318-4a83-8041-436bfcf4b69d,low,44,,1856,1‐bromo‐2‐chloro‐4‐iodobenzene,1927
o3-mini-2025-01-31,62c6288d-4b94-4821-a9c5-4095e4c6b7cb,low,43,,1920,4-chloro-1-fluoro-1-iodobenzene,1990
o3-mini-2025-01-31,d553bbfe-7e2e-4fe4-893f-81f3f1b4176e,low,44,,2752,4‐bromo‐3‐chloro‐1‐iodobenzene,2824
o3-mini-2025-01-31,718842fb-ef3b-42d9-bacd-77211799d3b1,low,43,,2944,1-bromo-3-iodo-5-fluorobenzene,3015
o3-mini-2025-01-31,a5574b35-8161-4d1b-bcae-99b6542235b2,low,44,,960,1-Bromo-2-fluoro-4-iodobenzene,1030
o3-mini-2025-01-31,f03caf9d-02b6-45b8-a14a-28f161f0b3e9,low,39,,2432,1‑fluoro‑2‑chloro‑5‑iodobenzene,2498
o3-mini-2025-01-31,27665354-0557-416d-99c7-385840dc81ca,low,39,,1728,1-bromo-2-fluoro-3-iodobenzene,1811
o3-mini-2025-01-31,ed097023-940e-4912-936d-b6f227ccc0a2,low,43,,2240,5‐Bromo‐2‐chloro‐3‐fluoropyridine,2311
o3-mini-2025-01-31,d6d08d12-d435-489d-8e40-642eb831f5d4,low,43,,512,4‑chloro‑5‑fluoro‑2‑bromopyridine,583
o3-mini-2025-01-31,362103e3-2961-4afd-b71d-00a4c8d7a8ea,low,45,,1152,2-Chloro-4-bromo-5-fluoropyridine,1224
o3-mini-2025-01-31,282e36ef-7b62-485e-85ef-e369eb4f73b4,low,41,,960,3-Bromo-4-iodo-2-fluoropyridine,1028
o3-mini-2025-01-31,2f0f666b-d719-4b19-bcb5-d240e0c06b11,low,44,,1792,3-Bromo-5-iodo-6-fluoropyridine,1864
o3-mini-2025-01-31,a3ba51cb-c458-4f90-89ed-9df2315cc0ce,low,41,,1728,3-Bromo-5-iodo-2-fluoropyridine,1796
o3-mini-2025-01-31,01aed562-1720-4fd0-8ed6-7cecc2ac6749,low,43,,1216,5-Iodo-2-bromo-3-fluoropyridine,1285
o3-mini-2025-01-31,75110d62-c65a-4047-b00e-96a1afb488ee,low,42,,1344,2‐fluoro‐3‑iodo‑6‑bromopyridine,1414
o3-mini-2025-01-31,5a3e2481-77d8-4a55-bf73-f952bcef6306,low,43,,896,3‑fluoro‑2‑chloro‑1‑iodopyridine,966
o3-mini-2025-01-31,be4b3a91-6bd5-4546-a666-d22c0522f80e,low,42,,1280,2-Chloro-3-iodo-6-bromopyridine,1349
o3-mini-2025-01-31,f3caae87-a657-4e05-9067-08ac009f2275,low,42,,1088,2‐Fluoro‐5‐iodo‐6‐bromopyridine,1159
o3-mini-2025-01-31,4dc2613f-c82b-41c1-a8ca-8f3ce1b33b2f,low,44,,2624,5‐Bromo‐3‐iodo‐2‐fluoropyridine,2696
o3-mini-2025-01-31,6e980079-ce1b-4cbb-b2f4-98f41a59e16b,low,43,,1216,2‐Bromo‐4‐chloro‐5‐iodopyridine,1286
o3-mini-2025-01-31,9564f4da-7739-4c03-9a77-22dd558a9d2d,low,42,,3136,2‐bromo‐2‐iodo‐3‐fluoropyrrole,3207
o3-mini-2025-01-31,3a71806a-8c50-4bbb-af8f-678b5c83b01b,low,43,,3200,5‑Chloro‑3‑iodo‑4‑fluoropyrrole,3272
o3-mini-2025-01-31,0ae0943e-bca8-4fca-97f2-20865c55003e,low,44,,1984,2‐Chloro‐3‐iodo‐4‐fluoropyrrole,2057
o3-mini-2025-01-31,8aba9990-6ca3-48a5-b108-b62aaf7656ee,low,44,,2368,2‐Bromo‐4‐chloro‐5‐fluoropyridine,2441
o3-mini-2025-01-31,a5123236-be36-44c0-b362-6cb0d9d94cf2,low,42,,1856,2-chloro-4-iodo-5-fluoropyridine,1926
o3-mini-2025-01-31,2d68927d-b199-486f-aa50-835b4ff96db3,low,43,,1472,2‐Chloro‐4‐fluoro‐6‐bromopyridine,1544
o3-mini-2025-01-31,4278ae6d-889b-4238-af74-0097278fed9d,low,41,,960,4-Bromo-5-iodo-6-fluoropyridine,1028
o3-mini-2025-01-31,fe232730-94fc-4713-9d14-42026b710b6a,low,40,,1664,7‐bromo‐2‐iodo‐3‐fluorobenzoxazole,1734
o3-mini-2025-01-31,5ca76cb0-d5f2-4aac-b6ce-4b7c636b24cc,low,42,,2624,3‐bromo‐4‐chloro‐5‐fluorooxazole,2693
o3-mini-2025-01-31,45a80921-e527-48cf-a427-e67e3fb1f124,low,41,,2560,3-Fluoro-4-iodo-5-chloroisoxazole,2629
o3-mini-2025-01-31,7a8996d3-9d30-4551-996e-d9f45fbd4934,low,40,,1664,3-Bromo-4-fluoro-5-chloroisoxazole,1731
o3-mini-2025-01-31,91a269bf-e2aa-4cf3-b136-1642cb9a4b37,low,43,,2624,3‐Bromo‐4‐fluoro‐5‐iodoisoxazole,2695
o3-mini-2025-01-31,d5933413-bdec-43f5-bc9b-05230fe6b14a,low,41,,2240,3‐iodo‐4‐fluoro‐5‐chloroisoxazole,2309
